TargetFeature,Subject,Age,Ethnicity,Sex,Block,Trial,Lag,T1SPE,T2SPE,T2isT1,T1Pos,T2Pos,T1Resp,T2Resp,T1Conf,T2Conf,T1RespPos,T2RespPos,Stim1,Stim2,Stim3,Stim4,Stim5,Stim6,Stim7,Stim8,Stim9,Stim10,Stim11,Stim12,Stim13,Stim14,Stim15,Stim16,Stim17,Stim18,Stim19,Stim20,Stim21,Stim22,Stim23,Stim24,Stim25,Stim26
AnnulusColor,130,19,White/Caucasian,male,5,1,9,-3,-16,0,7,16,k,kk,1,1,4,,G,W,P,K,Z,I,M,V,D,N,R,L,A,T,C,U,S,B,J,E,O,H,F,X,Y,Q
AnnulusColor,130,19,White/Caucasian,male,5,2,9,-7,-17,0,9,18,s,h,1,,2,1,H,S,B,I,W,K,E,Q,A,J,M,X,U,O,L,F,P,R,V,C,Z,N,G,D,Y,T
AnnulusColor,130,19,White/Caucasian,male,5,3,6,-9,-15,0,9,15,,,,,,,P,H,R,D,O,G,A,K,M,L,W,E,C,T,X,V,Y,J,S,U,Z,Q,N,F,I,B
AnnulusColor,130,19,White/Caucasian,male,5,4,6,1,0,0,8,14,t,r,1,1,9,14,X,K,N,J,U,O,I,H,T,Y,Q,L,F,R,D,M,B,C,P,G,A,S,Z,V,W,E
AnnulusColor,130,19,White/Caucasian,male,5,5,6,7,1,0,8,14,h,h,1,1,15,15,X,Y,D,R,W,N,V,Z,M,L,S,A,C,B,H,T,Q,O,F,G,J,U,K,I,P,E
AnnulusColor,130,19,White/Caucasian,male,5,6,9,10,7,0,7,16,b,l,1,1,17,23,J,M,W,U,C,G,X,O,N,D,Q,P,I,A,T,Z,B,Y,E,F,S,V,L,H,R,K
AnnulusColor,130,19,White/Caucasian,male,5,7,1,1,17,0,6,7,f,k,1,1,7,24,V,T,C,Z,U,X,F,L,Q,J,D,Y,G,S,A,H,N,B,W,M,E,I,O,K,P,R
AnnulusColor,130,19,White/Caucasian,male,5,8,9,-7,-19,0,10,19,f,,1,1,3,,M,G,F,A,B,I,O,P,U,J,T,N,E,X,K,Y,C,Q,W,H,Z,D,R,V,S,L
AnnulusColor,130,19,White/Caucasian,male,5,9,2,0,2,0,6,8,f,u,1,1,6,10,W,G,N,Q,L,F,X,T,V,U,R,Y,D,H,J,O,B,M,P,S,K,Z,C,I,E,A
AnnulusColor,130,19,White/Caucasian,male,5,10,6,7,-7,0,6,12,c,k,1,1,13,5,P,Y,M,T,K,H,E,O,Q,B,V,F,C,S,W,X,U,N,I,Z,A,L,D,R,G,J
AnnulusColor,130,19,White/Caucasian,male,5,11,1,11,7,0,6,7,h,o,1,1,17,14,L,K,E,M,Q,T,F,A,N,R,V,W,B,O,P,X,H,Y,D,Z,J,G,I,S,U,C
AnnulusColor,130,19,White/Caucasian,male,5,12,6,17,-15,0,9,15,y,,1,,26,,W,B,K,T,J,G,Z,D,C,V,N,S,M,X,U,E,Q,A,O,L,F,P,I,H,R,Y
AnnulusColor,130,19,White/Caucasian,male,5,13,6,-5,9,0,10,16,x,m,1,1,5,25,G,I,B,O,X,W,N,H,C,L,V,Y,T,R,F,P,A,E,K,J,Q,Z,U,S,M,D
AnnulusColor,130,19,White/Caucasian,male,5,14,3,-1,-2,0,10,13,g,r,1,1,9,11,P,A,X,B,O,J,M,U,G,E,R,Q,L,T,W,N,H,F,Y,V,Z,C,D,K,S,I
AnnulusColor,130,19,White/Caucasian,male,5,15,3,18,4,0,6,9,i,l,1,1,24,13,H,V,W,B,E,N,Q,T,X,U,Z,C,L,M,D,Y,G,S,J,R,A,K,P,I,O,F
AnnulusColor,130,19,White/Caucasian,male,5,16,2,8,6,0,7,9,y,y,1,1,15,15,P,M,Q,A,I,X,S,Z,R,D,H,N,L,U,Y,J,F,V,B,T,O,W,E,G,K,C
AnnulusColor,130,19,White/Caucasian,male,5,17,9,-10,-19,0,10,19,,,,,,,V,W,K,Q,O,N,R,C,P,L,I,X,Y,U,H,B,E,J,G,Z,D,A,S,M,T,F
AnnulusColor,130,19,White/Caucasian,male,5,18,3,-2,-5,0,7,10,g,g,,,5,5,S,I,U,O,G,H,C,J,D,X,V,B,E,Q,L,Z,Y,W,R,N,P,A,F,K,T,M
AnnulusColor,130,19,White/Caucasian,male,5,19,2,-7,-9,0,7,9,,,,,,,S,P,L,Z,D,J,X,G,B,W,C,U,M,N,H,Q,T,F,A,E,R,Y,O,I,K,V
AnnulusColor,130,19,White/Caucasian,male,5,20,3,-1,-2,0,7,10,d,t,1,1,6,8,A,J,G,I,S,D,V,T,C,R,M,H,N,L,B,P,F,U,W,X,E,Q,K,Y,O,Z
AnnulusColor,130,19,White/Caucasian,male,5,21,1,8,7,0,8,9,e,e,1,1,16,16,N,X,H,K,R,C,I,B,O,P,G,V,U,M,A,E,S,Y,L,J,T,W,F,D,Z,Q
AnnulusColor,130,19,White/Caucasian,male,5,22,2,0,0,0,10,12,k,w,1,,10,12,J,X,E,Y,Z,M,I,R,N,K,T,W,Q,L,D,G,H,A,V,B,S,C,P,F,U,O
AnnulusColor,130,19,White/Caucasian,male,5,23,3,0,12,0,9,12,a,e,1,1,9,24,W,P,N,J,L,M,S,F,A,G,R,X,Z,Y,Q,T,I,D,C,O,V,K,H,E,U,B
AnnulusColor,130,19,White/Caucasian,male,5,24,9,0,1,0,6,15,v,o,1,1,6,16,I,B,T,Q,N,V,G,W,A,K,D,X,S,Z,H,O,M,E,U,J,Y,F,R,C,L,P
AnnulusColor,130,19,White/Caucasian,male,5,25,1,1,-1,1,10,11,f,a,1,1,11,10,Q,O,B,M,X,K,I,U,S,A,F,D,L,C,V,Z,R,G,J,H,P,W,Y,N,T,E
AnnulusColor,130,19,White/Caucasian,male,5,26,3,10,12,0,6,9,n,g,1,1,16,21,Q,Y,K,H,A,P,U,Z,W,S,C,T,I,B,D,N,V,J,L,O,G,F,E,M,X,R
AnnulusColor,130,19,White/Caucasian,male,5,27,1,7,16,0,7,8,y,g,1,1,14,24,S,J,X,W,M,D,A,E,L,R,O,I,N,Y,Q,F,P,K,T,C,B,V,U,G,Z,H
AnnulusColor,130,19,White/Caucasian,male,5,28,6,0,13,0,7,13,r,f,,1,7,26,A,V,B,Q,D,C,R,W,Y,I,M,G,K,E,L,P,U,H,J,S,O,T,Z,X,N,F
AnnulusColor,130,19,White/Caucasian,male,5,29,9,-5,-10,0,6,15,m,j,1,1,1,5,M,E,G,T,J,Q,V,X,F,Y,A,K,Z,R,U,H,O,D,L,S,N,C,B,W,I,P
AnnulusColor,130,19,White/Caucasian,male,5,30,1,1,-8,0,9,10,r,s,1,1,10,2,A,S,I,W,Q,N,J,L,Y,R,H,K,F,G,V,M,P,C,O,B,E,X,U,T,D,Z
AnnulusColor,130,19,White/Caucasian,male,5,31,9,0,0,0,8,17,p,h,1,1,8,17,J,M,G,I,U,F,S,P,R,L,C,O,A,W,Q,N,H,Y,K,D,T,B,Z,X,V,E
AnnulusColor,130,19,White/Caucasian,male,5,32,3,0,-4,0,8,11,m,j,1,,8,7,I,L,F,B,H,D,J,M,W,R,U,K,E,S,T,O,A,N,Q,X,Y,C,V,G,P,Z
AnnulusColor,130,19,White/Caucasian,male,5,33,3,10,-13,0,10,13,j,,1,1,20,,L,Z,O,S,W,C,A,I,R,B,G,V,K,Q,H,D,Y,X,M,J,U,F,N,T,P,E
AnnulusColor,130,19,White/Caucasian,male,5,34,6,0,0,0,6,12,z,e,1,1,6,12,Y,B,K,W,H,Z,N,V,S,M,Q,E,U,X,D,L,I,A,C,P,J,F,G,R,T,O
AnnulusColor,130,19,White/Caucasian,male,5,35,2,4,-10,0,10,12,j,k,1,,14,2,E,K,U,P,Q,X,T,C,F,G,Y,L,R,J,I,H,W,Z,A,O,N,V,M,D,S,B
AnnulusColor,130,19,White/Caucasian,male,5,36,6,-1,-13,0,7,13,w,,1,,6,,N,X,M,I,K,W,G,Z,P,O,A,D,L,E,Q,F,S,R,J,V,U,B,H,Y,C,T
AnnulusColor,130,19,White/Caucasian,male,5,37,2,3,0,0,8,10,b,t,1,1,11,10,C,I,W,Z,Y,P,A,H,D,T,B,U,O,J,Q,X,S,N,G,M,V,K,L,R,F,E
AnnulusColor,130,19,White/Caucasian,male,5,38,3,-9,-12,0,9,12,,,,,,,B,X,J,O,E,C,N,F,U,T,A,M,Y,K,V,P,H,R,Q,I,L,S,Z,G,W,D
AnnulusColor,130,19,White/Caucasian,male,5,39,1,-9,-10,0,9,10,,,,,,,Q,F,L,T,W,A,B,P,G,Y,Z,U,N,X,H,K,D,E,J,V,S,C,R,O,M,I
AnnulusColor,130,19,White/Caucasian,male,5,40,2,3,-4,0,6,8,h,f,1,1,9,4,M,C,G,F,Z,S,U,L,H,P,W,Y,O,R,V,D,A,I,Q,B,K,T,X,E,N,J
AnnulusColor,130,19,White/Caucasian,male,5,41,2,-2,-10,0,8,10,d,,1,,6,,T,S,A,H,Y,D,C,F,P,E,X,K,Z,Q,N,R,O,V,B,U,J,W,I,M,G,L
AnnulusColor,130,19,White/Caucasian,male,5,42,9,3,-11,0,8,17,c,b,1,1,11,6,O,Y,Z,Q,V,B,P,X,T,L,C,W,M,J,E,H,K,U,R,N,D,A,F,I,S,G
AnnulusColor,130,19,White/Caucasian,male,5,43,3,-1,-3,1,8,11,w,i,1,1,7,8,J,B,E,G,M,Y,W,I,V,P,O,D,C,H,A,U,N,Z,L,X,S,F,K,T,Q,R
AnnulusColor,130,19,White/Caucasian,male,5,44,9,2,0,0,9,18,v,d,1,1,11,18,W,Q,T,G,S,F,C,A,U,Y,V,P,I,B,J,O,N,D,E,K,X,M,H,R,Z,L
AnnulusColor,130,19,White/Caucasian,male,5,45,2,2,11,0,9,11,e,t,1,,11,22,M,G,J,U,R,I,X,V,D,F,E,H,S,Y,C,N,P,W,A,O,L,T,B,K,Z,Q
AnnulusColor,130,19,White/Caucasian,male,5,46,6,6,1,0,10,16,a,s,1,1,16,17,M,H,F,C,L,D,Q,V,R,W,B,T,X,P,K,A,S,J,I,O,Z,E,U,N,Y,G
AnnulusColor,130,19,White/Caucasian,male,5,47,1,0,11,0,7,8,w,r,1,1,7,19,L,X,O,S,V,C,W,I,U,Q,E,G,M,A,K,B,Z,T,R,J,P,H,N,Y,D,F
AnnulusColor,130,19,White/Caucasian,male,5,48,1,-9,15,0,10,11,h,l,1,1,1,26,H,G,C,W,A,E,Q,N,S,X,F,B,K,R,Y,Z,T,I,J,D,O,V,P,M,U,L
AnnulusColor,130,19,White/Caucasian,male,5,49,1,2,-1,1,8,9,h,l,1,1,10,8,B,G,A,I,D,V,Q,L,X,H,W,S,U,M,Y,C,Z,T,P,N,F,J,R,E,K,O
AnnulusColor,130,19,White/Caucasian,male,5,50,2,2,13,0,9,11,v,k,1,1,11,24,S,Z,Y,H,W,O,I,U,C,R,V,D,G,A,F,L,N,J,B,T,P,M,Q,K,E,X
AnnulusColor,131,19,Black/African American,female,1,1,2,-8,-10,0,8,10,,,,,,,O,V,W,I,R,K,S,L,E,C,T,Q,P,U,B,H,Z,D,X,N,J,A,M,G,Y,F
AnnulusColor,131,19,Black/African American,female,1,2,6,-7,-13,0,7,13,,,,,,,U,I,H,K,E,R,Z,L,M,G,B,D,C,S,Q,T,X,A,W,Y,V,J,O,N,P,F
AnnulusColor,131,19,Black/African American,female,1,3,3,-9,-12,0,9,12,,,,,,,Y,P,Z,Q,E,L,K,V,N,U,J,I,W,D,G,H,S,O,A,X,F,C,B,R,M,T
AnnulusColor,131,19,Black/African American,female,1,4,1,-8,-9,0,8,9,,,,,,,E,Z,C,Q,O,H,U,F,N,Y,B,A,P,M,X,S,D,K,T,V,W,G,I,R,L,J
AnnulusColor,131,19,Black/African American,female,1,5,9,-6,-15,0,6,15,,,,,,,G,E,X,F,V,J,U,D,R,W,H,O,B,C,N,A,I,M,K,L,S,T,P,Y,Z,Q
AnnulusColor,131,19,Black/African American,female,1,6,2,-6,-8,0,6,8,,,,,,,S,O,R,J,E,P,H,W,C,A,I,N,L,Y,V,U,Z,F,T,X,K,B,G,M,Q,D
AnnulusColor,131,19,Black/African American,female,1,7,9,-8,-17,0,8,17,,,,,,,K,W,X,V,P,F,O,R,M,H,A,Z,S,T,I,Q,B,Y,G,L,C,J,D,E,N,U
AnnulusColor,131,19,Black/African American,female,1,8,3,-10,-13,0,10,13,,,,,,,X,Q,F,P,O,W,A,B,H,N,D,I,V,R,U,E,K,C,M,Y,T,S,Z,J,G,L
AnnulusColor,131,19,Black/African American,female,1,9,6,-6,-12,0,6,12,,,,,,,C,I,W,Z,U,Y,N,L,Q,R,V,H,P,D,K,O,X,A,B,J,G,M,E,F,T,S
AnnulusColor,131,19,Black/African American,female,1,10,1,-9,-10,0,9,10,,,,,,,O,K,J,C,A,G,I,M,Z,Y,N,U,R,T,H,P,V,E,F,L,Q,X,S,W,B,D
AnnulusColor,131,19,Black/African American,female,2,1,2,0,2,0,9,11,O,P,2,1,9,13,I,A,J,Y,K,G,E,T,O,Q,H,U,P,R,F,V,L,D,S,M,Z,W,N,B,X,C
AnnulusColor,131,19,Black/African American,female,2,2,6,0,-9,0,10,16,G,H,1,1,10,7,O,L,Q,A,P,N,H,U,M,G,I,Y,E,Z,W,T,X,B,R,D,V,F,S,C,K,J
AnnulusColor,131,19,Black/African American,female,2,3,3,0,7,0,9,12,W,K,2,1,9,19,Z,G,F,P,H,V,Y,E,W,Q,I,S,T,J,N,A,U,M,K,C,L,R,X,O,B,D
AnnulusColor,131,19,Black/African American,female,2,4,1,0,0,0,9,10,Y,O,1,1,9,10,L,N,G,M,I,H,A,W,Y,O,U,D,T,C,K,F,R,B,E,P,J,X,S,V,Z,Q
AnnulusColor,131,19,Black/African American,female,2,5,2,0,10,0,8,10,L,N,1,1,8,20,I,B,U,O,Q,T,W,L,E,C,M,K,S,Z,V,H,F,A,P,N,X,J,R,Y,G,D
AnnulusColor,131,19,Black/African American,female,2,6,3,-1,-2,0,7,10,F,K,1,1,6,8,H,Z,I,Y,A,F,D,K,N,R,B,Q,E,O,P,T,V,L,C,J,S,W,M,U,G,X
AnnulusColor,131,19,Black/African American,female,2,7,9,0,-1,0,6,15,M,S,1,1,6,14,K,V,G,D,Z,M,H,R,X,B,Q,O,L,S,C,W,F,J,N,A,I,T,U,Y,E,P
AnnulusColor,131,19,Black/African American,female,2,8,3,0,-12,0,9,12,T,,2,1,9,,C,E,S,G,U,X,O,Q,T,F,D,Y,R,J,M,A,H,L,K,Z,N,W,P,B,V,I
AnnulusColor,131,19,Black/African American,female,2,9,6,0,-7,0,9,15,N,P,1,1,9,8,D,T,G,S,L,E,H,P,N,Y,K,Q,F,A,R,I,W,X,M,Z,O,B,U,C,V,J
AnnulusColor,131,19,Black/African American,female,2,10,3,-1,5,0,7,10,J,M,1,1,6,15,A,L,C,I,T,J,Z,E,S,U,F,O,G,Y,M,N,H,V,W,D,P,X,K,Q,R,B
AnnulusColor,131,19,Black/African American,female,2,11,1,0,-2,0,10,11,E,S,1,1,10,9,Z,U,F,N,K,W,X,D,S,E,P,Y,A,B,Q,M,L,G,C,I,T,V,O,J,R,H
AnnulusColor,131,19,Black/African American,female,2,12,9,0,-5,0,9,18,G,F,2,1,9,13,M,J,P,B,I,N,D,A,G,Q,E,R,F,V,O,U,K,C,Z,S,Y,W,H,L,T,X
AnnulusColor,131,19,Black/African American,female,2,13,3,2,-5,0,6,9,A,W,1,1,8,4,I,O,Y,W,X,V,K,A,Z,N,L,M,U,R,F,D,G,T,J,Q,S,B,E,P,C,H
AnnulusColor,131,19,Black/African American,female,2,14,3,9,-1,0,8,11,Y,Q,1,1,17,10,M,E,H,W,K,X,P,V,C,Q,I,Z,F,J,N,U,Y,L,G,R,B,T,O,A,D,S
AnnulusColor,131,19,Black/African American,female,2,15,9,0,0,0,10,19,R,W,2,2,10,19,J,D,X,P,S,N,Q,E,I,R,B,L,M,K,C,Y,F,T,W,G,O,U,H,A,Z,V
AnnulusColor,131,19,Black/African American,female,2,16,2,0,12,0,10,12,V,W,1,1,10,24,E,G,K,Z,A,J,X,U,R,V,S,C,P,N,O,Q,L,H,M,D,F,T,B,W,I,Y
AnnulusColor,131,19,Black/African American,female,2,17,9,0,0,0,8,17,I,B,1,1,8,17,F,Z,M,O,E,J,N,I,P,Q,L,X,H,C,S,K,B,G,D,A,U,Y,R,V,W,T
AnnulusColor,131,19,Black/African American,female,2,18,3,0,-4,0,10,13,U,V,1,1,10,9,S,O,G,N,L,J,I,A,V,U,C,P,F,Z,M,D,X,T,B,W,Q,Y,K,H,R,E
AnnulusColor,131,19,Black/African American,female,2,19,2,0,-3,0,7,9,C,U,1,1,7,6,A,F,O,R,Z,U,C,S,N,M,G,L,B,X,T,Q,E,J,Y,W,K,V,P,D,I,H
AnnulusColor,131,19,Black/African American,female,2,20,9,0,1,0,9,18,K,N,2,1,9,19,J,O,V,B,Q,G,H,T,K,X,P,M,I,F,S,W,Y,C,N,Z,D,L,A,E,U,R
AnnulusColor,131,19,Black/African American,female,2,21,9,0,3,0,7,16,Y,A,1,1,7,19,G,J,V,P,W,I,Y,H,Q,T,K,U,M,S,B,C,E,Z,A,X,L,N,O,F,R,D
AnnulusColor,131,19,Black/African American,female,2,22,6,0,-5,0,7,13,A,R,1,1,7,8,K,E,B,M,H,N,A,R,W,G,X,D,Y,Q,F,S,T,O,L,J,C,Z,U,I,P,V
AnnulusColor,131,19,Black/African American,female,2,23,9,-1,-9,1,8,17,T,X,1,1,7,8,Q,W,Y,A,E,U,T,X,Z,N,L,I,M,P,G,B,H,O,K,C,V,D,F,J,R,S
AnnulusColor,131,19,Black/African American,female,2,24,6,0,-9,0,8,14,P,U,1,1,8,5,I,O,X,W,U,G,T,P,H,K,J,Z,A,V,Q,E,D,B,N,M,R,C,S,F,L,Y
AnnulusColor,131,19,Black/African American,female,2,25,6,0,-7,0,10,16,J,S,1,1,10,9,M,F,I,C,N,U,T,A,S,J,Y,W,R,L,P,X,Q,V,D,E,G,Z,B,H,O,K
AnnulusColor,131,19,Black/African American,female,2,26,1,1,-6,0,10,11,B,L,1,1,11,5,C,R,P,E,L,W,O,Q,Y,J,B,S,I,D,U,N,A,H,Z,V,X,K,M,T,F,G
AnnulusColor,131,19,Black/African American,female,2,27,9,0,-8,0,7,16,E,U,1,1,7,8,I,A,B,M,N,H,E,U,Q,G,Y,K,R,L,W,P,C,X,Z,S,T,F,V,O,D,J
AnnulusColor,131,19,Black/African American,female,2,28,1,16,1,0,6,7,R,T,1,1,22,8,V,C,S,Z,Y,E,D,T,P,F,U,B,M,X,J,Q,H,O,L,G,W,R,N,K,A,I
AnnulusColor,131,19,Black/African American,female,2,29,9,0,-8,0,10,19,A,U,2,1,10,11,C,Y,M,D,I,Q,N,O,J,A,U,G,K,V,E,R,L,H,Z,P,F,B,W,X,S,T
AnnulusColor,131,19,Black/African American,female,2,30,1,-2,-1,1,9,10,A,R,1,1,7,9,M,E,F,Z,H,O,A,X,R,G,V,S,P,C,J,Q,B,K,T,U,N,W,I,L,Y,D
AnnulusColor,131,19,Black/African American,female,2,31,2,0,-3,0,6,8,V,O,1,1,6,5,Q,E,P,D,O,V,G,C,A,U,T,N,Z,R,K,H,F,I,L,S,X,W,J,M,B,Y
AnnulusColor,131,19,Black/African American,female,2,32,2,0,5,0,8,10,T,B,1,1,8,15,Q,X,N,U,H,W,K,T,G,V,I,L,C,A,B,D,O,F,Z,R,M,J,Y,P,E,S
AnnulusColor,131,19,Black/African American,female,2,33,1,0,-2,0,8,9,K,F,2,1,8,7,E,H,B,J,U,P,F,K,G,S,Z,M,T,D,Y,W,V,Q,N,L,I,O,A,R,C,X
AnnulusColor,131,19,Black/African American,female,2,34,2,0,-3,0,9,11,K,H,1,1,9,8,L,Y,Q,A,V,X,N,H,K,U,T,G,R,I,J,O,C,B,M,P,Z,E,S,W,F,D
AnnulusColor,131,19,Black/African American,female,2,35,2,0,-1,0,7,9,D,C,2,2,7,8,J,U,Z,B,I,Y,D,C,Q,G,O,F,R,N,W,P,E,L,X,A,M,V,K,T,H,S
AnnulusColor,131,19,Black/African American,female,2,36,9,-2,-8,0,6,15,M,W,1,1,4,7,L,R,V,M,K,Z,W,P,A,O,Q,J,C,T,D,E,F,X,H,B,I,G,S,N,U,Y
AnnulusColor,131,19,Black/African American,female,2,37,1,0,0,0,7,8,Y,B,1,1,7,8,Z,M,P,K,X,F,Y,B,D,E,C,W,A,U,H,O,N,G,Q,I,T,L,R,V,S,J
AnnulusColor,131,19,Black/African American,female,2,38,2,0,-5,0,6,8,D,R,1,1,6,3,A,V,R,J,Q,D,O,K,U,G,T,F,X,Y,M,B,Z,P,N,W,I,S,C,H,L,E
AnnulusColor,131,19,Black/African American,female,2,39,6,-1,-1,0,6,12,L,J,1,1,5,11,Z,K,V,F,L,I,P,R,O,A,J,U,Y,S,E,D,C,M,B,W,X,H,T,G,N,Q
AnnulusColor,131,19,Black/African American,female,2,40,1,-1,-1,1,7,8,Q,O,1,1,6,7,M,T,F,Z,N,Q,O,K,J,I,U,B,H,C,E,S,R,W,A,X,V,Y,G,L,P,D
AnnulusColor,131,19,Black/African American,female,2,41,6,0,-7,0,6,12,D,A,1,1,6,5,S,E,B,X,A,D,L,W,T,N,V,H,M,J,I,O,Z,Q,G,C,K,P,Y,U,F,R
AnnulusColor,131,19,Black/African American,female,2,42,3,-2,10,0,8,11,A,M,1,1,6,21,K,H,X,N,T,A,V,G,P,U,S,E,W,O,R,Y,Z,F,B,C,M,J,L,D,Q,I
AnnulusColor,131,19,Black/African American,female,2,43,3,-1,-3,1,6,9,W,J,1,1,5,6,C,V,N,T,W,J,U,I,L,Q,Y,R,M,G,A,H,P,O,B,Z,K,S,F,E,X,D
AnnulusColor,131,19,Black/African American,female,2,44,6,-5,1,0,7,13,M,A,1,1,2,14,G,M,N,J,P,S,H,D,K,O,T,B,X,A,R,E,L,V,Q,I,C,F,Y,U,Z,W
AnnulusColor,131,19,Black/African American,female,2,45,6,13,-6,1,8,14,T,Z,1,1,21,8,N,M,R,J,V,S,Q,Z,F,L,K,Y,O,G,H,B,A,P,I,D,T,X,U,E,C,W
AnnulusColor,131,19,Black/African American,female,2,46,3,0,-6,0,10,13,D,F,1,1,10,7,M,G,R,Q,B,P,F,C,N,D,O,Y,I,L,A,Z,K,E,X,W,J,S,T,H,V,U
AnnulusColor,131,19,Black/African American,female,2,47,6,0,-7,0,9,15,M,A,1,1,9,8,O,L,C,P,J,R,T,A,M,S,U,V,Y,B,G,Z,Q,E,X,I,N,H,F,D,W,K
AnnulusColor,131,19,Black/African American,female,2,48,2,0,-11,0,10,12,Q,R,1,1,10,1,R,A,W,L,Y,V,S,J,K,Q,O,D,P,G,F,M,E,X,I,T,Z,U,B,C,H,N
AnnulusColor,131,19,Black/African American,female,2,49,1,0,7,0,8,9,U,a,2,1,8,16,I,C,L,T,Q,B,K,U,P,S,W,J,G,Y,O,A,R,Z,V,M,E,N,H,X,D,F
AnnulusColor,131,19,Black/African American,female,2,50,1,0,0,0,6,7,K,L,1,1,6,7,P,T,W,F,G,K,L,H,V,R,E,U,Z,M,J,D,Y,O,A,C,B,N,I,Q,X,S
AnnulusColor,131,19,Black/African American,female,3,1,3,0,-2,0,8,11,U,Z,1,1,8,9,Q,W,K,D,L,S,H,U,Z,X,G,M,O,B,A,E,J,P,C,V,T,I,F,Y,N,R
AnnulusColor,131,19,Black/African American,female,3,2,3,5,-1,0,10,13,Q,A,1,1,15,12,P,Y,S,B,E,I,U,D,K,O,G,A,N,R,Q,Z,J,V,C,M,W,H,F,L,X,T
AnnulusColor,131,19,Black/African American,female,3,3,2,-1,3,0,10,12,P,A,1,1,9,15,M,W,J,H,Q,F,X,Y,P,N,B,E,I,L,A,D,T,R,S,K,U,O,Z,C,G,V
AnnulusColor,131,19,Black/African American,female,3,4,3,0,-2,0,8,11,K,P,2,1,8,9,T,Q,S,I,E,X,J,K,P,L,G,Y,H,C,Z,U,W,R,N,D,V,B,O,F,M,A
AnnulusColor,131,19,Black/African American,female,3,5,2,1,-2,1,7,9,J,S,1,1,8,7,T,F,D,Z,B,L,S,J,O,G,K,V,M,N,I,Y,P,H,C,R,X,Q,E,W,A,U
AnnulusColor,131,19,Black/African American,female,3,6,1,0,11,0,9,10,T,V,1,1,9,21,C,W,I,B,Q,Z,U,X,T,Y,G,R,N,J,A,E,P,S,O,F,V,H,M,L,K,D
AnnulusColor,131,19,Black/African American,female,3,7,1,0,-4,0,7,8,T,R,2,1,7,4,W,B,D,R,Q,U,T,Y,J,C,H,O,S,P,G,F,I,V,K,E,N,X,Z,A,L,M
AnnulusColor,131,19,Black/African American,female,3,8,9,-1,-9,1,7,16,A,Z,1,1,6,7,D,C,U,H,B,A,Z,N,Q,J,L,I,G,O,F,S,X,V,M,T,P,W,K,Y,R,E
AnnulusColor,131,19,Black/African American,female,3,9,1,0,-2,0,6,7,L,F,1,1,6,5,S,N,Y,I,F,L,V,W,R,O,A,M,X,B,J,P,Z,C,E,H,T,Q,D,G,K,U
AnnulusColor,131,19,Black/African American,female,3,10,9,-1,-9,1,10,19,P,L,2,1,9,10,R,Q,Y,F,T,H,Z,G,P,L,C,D,K,B,V,E,U,N,I,S,X,A,J,O,M,W
