TargetFeature,Subject,Age,Ethnicity,Sex,Block,Trial,Lag,T1SPE,T2SPE,T2isT1,T1Pos,T2Pos,T1Resp,T2Resp,T1Conf,T2Conf,T1RespPos,T2RespPos,Stim1,Stim2,Stim3,Stim4,Stim5,Stim6,Stim7,Stim8,Stim9,Stim10,Stim11,Stim12,Stim13,Stim14,Stim15,Stim16,Stim17,Stim18,Stim19,Stim20,Stim21,Stim22,Stim23,Stim24,Stim25,Stim26
Color,130,19,White/Caucasian,male,3,4,1,0,0,0,9,10,S,P,3,3,9,10,Y,D,G,W,A,B,X,C,S,P,U,F,O,I,E,J,H,N,L,Q,Z,M,V,K,R,T
Color,130,19,White/Caucasian,male,3,5,9,0,0,0,6,15,B,K,3,3,6,15,W,H,D,U,S,B,G,E,C,I,P,L,J,O,K,F,X,T,Q,V,Y,M,N,Z,R,A
Color,130,19,White/Caucasian,male,3,6,2,0,1,0,10,12,Q,S,3,2,10,13,E,R,H,N,T,U,X,O,Z,Q,M,D,S,P,Y,G,A,V,J,C,F,W,B,K,L,I
Color,130,19,White/Caucasian,male,3,7,9,0,0,0,6,15,Q,R,3,3,6,15,A,M,B,L,T,Q,I,W,X,O,E,N,H,K,R,V,C,U,Y,G,D,Z,J,S,P,F
Color,130,19,White/Caucasian,male,3,8,6,0,0,0,9,15,O,Q,3,3,9,15,A,F,N,S,P,G,V,T,O,H,L,D,Z,J,Q,E,R,C,B,Y,W,I,M,K,U,X
Color,130,19,White/Caucasian,male,3,9,6,0,0,0,9,15,P,B,3,3,9,15,D,T,E,V,Q,G,W,L,P,O,X,N,F,U,B,C,K,S,Z,J,M,R,A,Y,H,I
Color,130,19,White/Caucasian,male,3,10,9,0,0,0,7,16,I,Z,3,3,7,16,P,J,K,H,N,U,I,D,L,F,S,Q,X,V,Y,Z,A,O,W,T,G,R,C,M,B,E
Color,130,19,White/Caucasian,male,3,11,3,0,0,0,6,9,C,H,3,3,6,9,V,F,W,Y,Z,C,I,X,H,T,P,U,R,G,A,O,Q,E,D,J,K,N,M,B,S,L
Color,130,19,White/Caucasian,male,3,12,6,0,1,0,10,16,Y,K,3,3,10,17,A,J,G,L,R,Q,E,V,C,Y,Z,N,M,B,W,X,K,H,T,F,O,P,U,S,D,I
Color,130,19,White/Caucasian,male,3,13,3,0,1,0,7,10,A,C,3,2,7,11,L,M,S,J,U,N,A,X,E,F,C,R,G,T,Z,W,B,I,K,Q,O,Y,P,V,D,H
Color,130,19,White/Caucasian,male,3,14,2,0,0,0,10,12,P,J,3,3,10,12,E,F,M,Y,N,V,R,S,B,P,H,J,O,W,K,Z,G,D,T,X,A,Q,U,I,C,L
Color,130,19,White/Caucasian,male,3,15,6,0,0,0,8,14,U,D,3,3,8,14,C,J,N,H,A,G,B,U,W,F,Z,T,M,D,E,Y,V,L,Q,I,X,O,S,P,K,R
Color,130,19,White/Caucasian,male,3,16,6,0,0,0,10,16,P,Z,3,3,10,16,H,O,X,V,G,U,D,N,K,P,J,T,M,W,B,Z,F,I,S,Q,C,L,Y,R,A,E
Color,130,19,White/Caucasian,male,3,17,3,0,1,0,9,12,R,U,3,2,9,13,H,Q,N,E,G,Z,D,I,R,K,P,Y,U,F,A,T,J,B,C,X,S,V,W,M,O,L
Color,130,19,White/Caucasian,male,3,18,1,0,0,0,6,7,P,M,3,3,6,7,I,N,C,F,J,P,M,V,Y,T,A,K,Q,O,G,D,R,L,U,X,S,Z,E,H,W,B
Color,130,19,White/Caucasian,male,3,19,3,0,0,0,10,13,I,F,3,3,10,13,L,K,D,X,G,B,E,N,M,I,S,P,F,O,C,U,V,R,Z,J,A,W,Y,H,T,Q
Color,130,19,White/Caucasian,male,3,20,1,0,0,0,8,9,Z,F,3,3,8,9,N,R,L,H,A,P,X,Z,F,G,I,S,Y,D,U,K,T,W,B,Q,O,M,V,J,E,C
Color,130,19,White/Caucasian,male,3,21,1,0,0,0,7,8,P,W,3,3,7,8,Z,K,Y,X,C,H,P,W,U,V,N,R,Q,S,T,M,A,L,F,E,D,G,B,I,O,J
Color,130,19,White/Caucasian,male,3,22,2,0,-4,0,7,9,A,N,3,2,7,5,C,P,X,S,N,I,A,F,E,U,W,R,K,D,T,M,O,J,L,H,Y,G,Q,B,V,Z
Color,130,19,White/Caucasian,male,3,23,9,0,0,0,8,17,Q,A,3,3,8,17,E,U,V,O,Y,P,L,Q,X,J,T,K,D,F,S,G,A,H,C,Z,W,I,B,M,N,R
Color,130,19,White/Caucasian,male,3,24,2,0,0,0,8,10,J,N,3,3,8,10,A,B,G,Q,T,E,X,J,D,N,I,U,S,W,C,L,F,R,Z,H,M,K,Y,P,O,V
Color,130,19,White/Caucasian,male,3,25,1,0,0,0,7,8,Y,W,3,3,7,8,Z,V,K,A,B,N,Y,W,O,R,J,S,Q,F,L,U,E,C,T,D,M,G,X,H,P,I
Color,130,19,White/Caucasian,male,3,26,3,0,0,0,8,11,B,L,3,3,8,11,E,M,P,D,W,J,C,B,T,U,L,H,G,I,Q,O,K,F,R,Z,N,Y,V,A,X,S
Color,130,19,White/Caucasian,male,3,27,2,0,1,0,9,11,H,N,3,2,9,12,Q,M,X,E,L,A,I,U,H,Y,O,N,J,D,K,W,R,G,Z,P,S,V,F,T,B,C
Color,130,19,White/Caucasian,male,3,28,3,0,0,0,9,12,S,Z,3,3,9,12,H,O,T,W,D,G,R,N,S,A,F,Z,Q,V,X,P,L,Y,J,M,B,K,E,U,C,I
Color,130,19,White/Caucasian,male,3,29,2,0,0,0,7,9,V,S,3,2,7,9,U,F,Y,M,K,X,V,B,S,P,O,R,L,D,N,W,A,J,Q,T,E,G,C,I,Z,H
Color,130,19,White/Caucasian,male,3,30,6,0,0,0,7,13,I,S,3,3,7,13,X,D,J,N,P,Z,I,R,V,L,C,U,S,T,Y,H,E,A,Q,M,W,F,K,B,G,O
Color,130,19,White/Caucasian,male,3,31,1,1,-1,1,10,11,A,M,3,3,11,10,Z,D,E,V,K,H,I,J,C,M,A,O,R,U,N,G,Y,Q,P,L,F,X,S,W,T,B
Color,130,19,White/Caucasian,male,3,32,3,0,0,0,8,11,J,O,3,3,8,11,R,K,Q,L,T,D,B,J,U,S,O,C,E,M,I,Y,W,H,G,F,Z,P,A,X,N,V
Color,130,19,White/Caucasian,male,3,33,9,0,0,0,10,19,N,Z,3,3,10,19,A,O,Q,C,X,T,M,S,W,N,L,G,V,H,D,E,B,Y,Z,K,R,I,U,J,P,F
Color,130,19,White/Caucasian,male,3,34,6,0,0,0,7,13,V,Q,3,3,7,13,X,U,I,B,A,T,V,W,D,F,N,Z,Q,J,S,Y,L,H,P,K,R,G,O,E,M,C
Color,130,19,White/Caucasian,male,3,35,1,0,0,0,6,7,L,Z,2,2,6,7,N,R,G,E,Q,L,Z,K,P,U,S,D,T,C,V,F,W,M,O,Y,B,H,I,J,X,A
Color,130,19,White/Caucasian,male,3,36,9,0,0,0,7,16,M,W,3,3,7,16,S,Q,E,T,D,P,M,U,B,O,K,N,F,I,V,W,H,A,Z,J,R,G,Y,C,X,L
Color,130,19,White/Caucasian,male,3,37,6,0,1,0,6,12,M,R,3,3,6,13,G,E,S,O,U,M,T,V,H,N,C,B,R,W,D,Y,P,Q,X,A,K,L,Z,J,F,I
Color,130,19,White/Caucasian,male,3,38,2,0,0,0,8,10,M,R,3,3,8,10,X,K,E,T,D,P,A,M,I,R,N,G,L,Z,O,C,V,B,W,H,J,Y,S,U,F,Q
Color,130,19,White/Caucasian,male,3,39,2,0,0,0,9,11,B,Q,3,3,9,11,F,P,H,C,N,U,Y,O,B,T,Q,L,M,J,S,R,I,Z,W,K,X,A,E,D,V,G
Color,130,19,White/Caucasian,male,3,40,3,0,0,0,7,10,T,X,3,1,7,10,H,N,G,S,U,Y,T,Q,O,X,J,I,M,K,F,C,V,A,P,D,R,L,E,W,Z,B
Color,130,19,White/Caucasian,male,3,41,9,0,0,0,9,18,S,J,3,3,9,18,T,U,V,H,G,D,P,Y,S,B,O,M,N,L,R,F,Q,J,A,E,W,X,K,I,Z,C
Color,130,19,White/Caucasian,male,3,42,3,0,0,0,10,13,M,L,3,2,10,13,O,B,G,N,D,Z,P,K,F,M,Y,X,L,T,I,W,S,E,U,R,C,V,A,H,Q,J
Color,130,19,White/Caucasian,male,3,43,1,0,0,0,8,9,S,U,3,3,8,9,O,Q,C,V,N,J,G,S,U,Y,F,I,T,P,D,X,R,Z,E,A,W,H,K,L,B,M
Color,130,19,White/Caucasian,male,3,44,6,0,0,0,8,14,X,L,3,3,8,14,C,R,U,J,S,F,P,X,Y,G,T,I,K,L,N,V,Q,Z,O,W,B,M,D,E,H,A
Color,130,19,White/Caucasian,male,3,45,3,0,-5,0,6,9,V,P,3,1,6,4,N,A,X,P,U,V,J,W,O,M,Y,H,D,T,S,Q,Z,L,G,F,R,C,B,E,I,K
Color,130,19,White/Caucasian,male,3,46,2,0,0,0,6,8,A,L,3,3,6,8,I,J,H,K,D,A,M,L,B,V,G,U,S,Q,Z,Y,T,O,X,E,P,C,R,W,N,F
Color,130,19,White/Caucasian,male,3,47,6,0,0,0,6,12,L,K,3,3,6,12,Z,O,E,M,V,L,N,S,B,T,W,K,F,R,U,Q,A,G,J,C,P,H,X,I,Y,D
Color,130,19,White/Caucasian,male,3,48,2,0,-5,0,6,8,R,U,2,1,6,3,H,B,U,E,L,R,C,W,V,A,I,X,P,M,J,S,G,Z,D,O,Q,K,Y,F,T,N
Color,130,19,White/Caucasian,male,3,49,9,0,0,0,9,18,A,F,3,3,9,18,X,C,V,Z,Q,L,R,K,A,M,T,O,J,U,G,E,H,F,P,S,B,D,N,I,W,Y
Color,130,19,White/Caucasian,male,3,50,1,0,-2,0,10,11,X,Q,3,2,10,9,F,J,U,P,L,O,E,Y,Q,X,C,B,T,Z,R,S,I,V,A,K,M,W,H,D,G,N
Color,130,19,White/Caucasian,male,4,1,3,0,-2,0,7,10,Y,J,1,1,7,8,O,W,Q,C,T,G,Y,J,D,N,H,L,X,A,I,Z,B,S,E,F,R,V,U,M,K,P
Color,130,19,White/Caucasian,male,4,2,1,0,-8,0,7,8,G,,3,3,7,,S,Z,J,O,N,X,G,C,Y,H,P,M,L,I,E,U,T,K,Q,B,D,R,V,A,F,W
Color,130,19,White/Caucasian,male,4,3,2,0,0,0,6,8,U,S,3,2,6,8,N,I,K,F,P,U,H,S,E,Y,W,Q,Z,X,O,J,A,B,C,M,G,R,D,L,V,T
Color,130,19,White/Caucasian,male,4,4,1,1,2,0,7,8,P,S,2,2,8,10,V,A,T,Q,B,W,D,P,G,S,I,R,U,C,K,J,E,O,F,N,Y,X,Z,H,L,M
Color,130,19,White/Caucasian,male,4,5,6,0,1,0,8,14,I,R,3,3,8,15,A,W,V,K,S,T,J,I,D,Z,Q,H,G,B,R,E,M,O,L,X,Y,P,N,U,C,F
Color,130,19,White/Caucasian,male,4,6,3,0,0,0,8,11,F,B,3,3,8,11,J,U,O,E,C,H,A,F,W,G,B,R,K,Q,T,Z,I,S,V,N,P,D,L,Y,M,X
Color,130,19,White/Caucasian,male,4,7,3,0,0,0,10,13,Z,J,3,3,10,13,Y,H,A,G,K,P,Q,X,S,Z,W,C,J,U,N,M,O,F,R,I,B,V,E,L,D,T
Color,130,19,White/Caucasian,male,4,8,3,0,0,0,8,11,L,Q,3,3,8,11,N,R,B,U,G,M,Z,L,K,I,Q,S,C,T,P,X,E,O,Y,D,F,W,A,J,H,V
Color,130,19,White/Caucasian,male,4,9,2,-2,-2,1,9,11,O,E,2,2,7,9,Y,T,N,S,L,H,O,J,E,Z,G,M,P,A,K,C,R,D,U,Q,V,F,X,W,B,I
Color,130,19,White/Caucasian,male,4,10,9,0,0,0,8,17,F,E,3,3,8,17,N,K,Y,H,U,S,I,F,V,Z,M,A,D,J,W,Q,E,G,O,T,C,P,L,B,X,R
Color,130,19,White/Caucasian,male,4,11,6,0,0,0,7,13,A,O,3,3,7,13,W,P,Y,E,M,J,A,D,B,Z,U,I,O,R,F,S,L,X,N,C,K,V,T,H,G,Q
Color,130,19,White/Caucasian,male,4,12,6,0,0,0,6,12,R,E,3,3,6,12,X,C,W,B,T,R,I,O,D,A,V,E,H,G,S,N,U,Q,J,L,K,Y,M,Z,F,P
Color,130,19,White/Caucasian,male,4,13,1,0,-2,0,10,11,O,W,1,2,10,9,B,F,L,X,A,Q,T,P,W,O,V,Y,C,N,G,K,U,I,D,J,S,M,E,H,R,Z
Color,130,19,White/Caucasian,male,4,14,2,0,1,0,7,9,G,W,3,2,7,10,S,Z,T,R,J,K,G,L,M,W,I,D,X,E,A,Y,P,B,C,U,O,H,N,F,Q,V
Color,130,19,White/Caucasian,male,4,15,2,0,2,0,8,10,E,L,3,1,8,12,O,S,Y,X,Z,C,F,E,H,V,B,L,A,N,G,K,U,I,J,M,P,D,W,Q,R,T
Color,130,19,White/Caucasian,male,4,16,6,0,0,0,10,16,P,E,3,3,10,16,V,S,R,J,M,C,B,N,X,P,A,K,W,T,H,E,Q,F,O,D,I,Z,U,Y,G,L
Color,130,19,White/Caucasian,male,4,17,9,0,0,0,10,19,N,L,3,3,10,19,E,Y,B,X,D,T,O,F,J,N,C,U,A,S,W,H,K,P,L,Q,V,R,G,Z,M,I
Color,130,19,White/Caucasian,male,4,18,6,0,0,0,10,16,Y,O,3,3,10,16,G,H,F,Z,N,M,L,W,J,Y,C,X,Q,U,A,O,D,R,B,T,I,V,S,E,K,P
Color,130,19,White/Caucasian,male,4,19,1,0,0,0,9,10,J,T,3,3,9,10,V,A,U,F,Q,G,Y,X,J,T,B,S,M,N,E,D,R,C,O,K,Z,I,L,P,W,H
Color,130,19,White/Caucasian,male,4,20,3,0,0,0,7,10,V,Z,3,2,7,10,P,Q,C,O,B,L,V,I,E,Z,F,D,K,G,A,Y,W,S,R,J,H,N,X,T,U,M
Color,130,19,White/Caucasian,male,4,21,1,1,-1,1,6,7,B,N,3,2,7,6,U,F,W,C,R,N,B,A,Z,J,D,E,H,T,X,L,M,O,S,I,Y,V,K,G,Q,P
Color,130,19,White/Caucasian,male,4,22,3,0,0,0,9,12,K,W,3,2,9,12,J,E,P,I,F,A,T,B,K,Y,S,W,C,H,R,Z,G,V,M,U,D,L,Q,O,N,X
Color,130,19,White/Caucasian,male,4,23,1,0,-11,0,10,11,H,,,3,10,,N,Z,O,J,B,I,F,M,X,H,U,E,P,A,L,G,Q,T,W,S,Y,V,K,D,C,R
Color,130,19,White/Caucasian,male,4,24,9,0,0,0,8,17,S,Y,3,3,8,17,X,I,L,D,J,W,P,S,C,G,R,O,N,B,A,F,Y,Q,T,U,K,E,Z,H,V,M
Color,130,19,White/Caucasian,male,4,25,6,0,0,0,9,15,S,L,3,3,9,15,T,G,V,M,E,Y,U,K,S,N,D,B,W,R,L,J,O,I,Q,H,C,A,F,P,X,Z
Color,130,19,White/Caucasian,male,4,26,9,0,0,0,9,18,N,K,3,3,9,18,T,L,J,X,C,M,I,S,N,E,A,G,H,Q,P,O,R,K,W,B,Y,U,Z,D,V,F
Color,130,19,White/Caucasian,male,4,27,3,0,1,0,9,12,I,N,3,2,9,13,Y,F,J,K,T,C,P,G,I,S,R,V,N,E,X,U,A,H,Z,B,O,Q,M,L,D,W
Color,130,19,White/Caucasian,male,4,28,2,0,-8,0,6,8,J,AA,3,2,6,,P,Y,I,H,R,J,D,F,A,K,M,C,B,L,W,E,X,Q,U,O,T,Z,N,S,G,V
Color,130,19,White/Caucasian,male,4,29,9,0,1,0,7,16,K,Z,3,2,7,17,T,L,I,Y,O,A,K,G,H,B,N,S,P,C,W,V,Z,J,M,F,E,U,Q,R,D,X
Color,130,19,White/Caucasian,male,4,30,1,0,0,0,8,9,A,U,3,3,8,9,M,B,G,W,Y,H,K,A,U,C,J,E,R,Z,I,X,N,L,S,T,V,Q,D,F,P,O
Color,130,19,White/Caucasian,male,4,31,6,0,0,0,8,14,N,B,3,3,8,14,U,Z,S,R,E,A,W,N,D,L,T,H,G,B,P,Q,M,K,O,J,C,X,I,Y,F,V
Color,130,19,White/Caucasian,male,4,32,6,0,0,0,7,13,Z,Y,3,3,7,13,X,F,J,S,I,M,Z,A,C,E,K,B,Y,R,W,T,U,Q,N,L,G,V,O,H,P,D
Color,130,19,White/Caucasian,male,4,33,9,0,0,0,7,16,F,T,3,3,7,16,G,N,Y,J,A,K,F,R,I,U,O,C,B,H,Z,T,W,M,X,S,P,E,L,D,Q,V
Color,130,19,White/Caucasian,male,4,34,1,0,0,0,8,9,J,V,2,2,8,9,I,L,O,K,P,M,Q,J,V,T,S,W,C,Z,U,R,B,E,G,X,N,Y,F,D,H,A
Color,130,19,White/Caucasian,male,4,35,9,0,0,0,9,18,U,Z,3,3,9,18,T,N,V,F,Y,E,M,P,U,L,O,X,A,D,G,W,Q,Z,C,B,K,S,R,H,I,J
Color,130,19,White/Caucasian,male,4,36,2,0,0,0,9,11,R,L,3,3,9,11,H,J,E,D,G,B,C,K,R,U,L,T,N,Y,P,O,I,V,M,Z,X,F,W,Q,S,A
Color,130,19,White/Caucasian,male,4,37,9,0,0,0,6,15,N,X,3,3,6,15,I,A,R,Z,E,N,U,F,J,P,W,O,Q,C,X,G,T,B,M,Y,L,S,K,V,H,D
Color,130,19,White/Caucasian,male,4,38,2,0,0,0,7,9,K,B,3,3,7,9,E,X,M,W,L,V,K,J,B,U,I,S,H,Q,G,C,F,T,Y,R,D,A,Z,O,P,N
Color,130,19,White/Caucasian,male,4,39,9,0,0,0,10,19,X,H,2,3,10,19,E,Y,A,V,P,Z,K,U,S,X,L,J,G,M,C,I,R,W,H,O,B,N,Q,T,D,F
Color,130,19,White/Caucasian,male,4,40,2,1,0,0,10,12,V,W,2,3,11,12,Z,I,L,K,O,A,B,C,R,Y,V,W,E,M,G,Q,D,F,X,T,S,P,J,U,N,H
Color,130,19,White/Caucasian,male,4,41,3,0,0,0,10,13,D,N,3,3,10,13,R,M,P,T,V,F,A,B,U,D,Z,J,N,L,C,S,E,H,G,X,K,W,O,I,Q,Y
Color,130,19,White/Caucasian,male,4,42,2,0,1,0,8,10,J,B,3,2,8,11,Z,X,S,K,V,Q,E,J,U,H,B,I,A,G,C,Y,T,L,M,N,O,F,P,W,D,R
Color,130,19,White/Caucasian,male,4,43,2,0,0,0,10,12,I,V,3,3,10,12,H,Q,S,C,P,W,Z,M,R,I,F,V,B,X,E,L,Y,N,O,G,A,K,J,D,U,T
Color,130,19,White/Caucasian,male,4,44,1,0,0,0,6,7,U,F,3,2,6,7,O,A,V,P,I,U,F,W,X,Y,Z,Q,E,L,M,N,B,D,J,H,T,S,R,C,G,K
Color,130,19,White/Caucasian,male,4,45,9,0,0,0,6,15,U,H,3,3,6,15,P,M,W,D,T,U,Q,Y,V,Z,I,X,N,R,H,G,S,O,A,E,C,L,K,F,B,J
Color,130,19,White/Caucasian,male,4,46,3,0,0,0,6,9,V,Z,3,3,6,9,L,F,B,U,X,V,D,T,Z,M,Q,H,K,R,J,C,S,I,E,A,P,G,N,W,O,Y
Color,130,19,White/Caucasian,male,4,47,6,0,0,0,6,12,T,Z,3,3,6,12,I,V,C,A,B,T,S,X,J,D,F,Z,N,U,H,W,Y,O,R,G,M,K,P,E,Q,L
Color,130,19,White/Caucasian,male,4,48,1,1,-1,1,9,10,R,M,3,3,10,9,V,C,O,N,X,G,S,U,M,R,T,A,E,H,L,Q,W,F,K,J,P,Z,D,Y,B,I
Color,130,19,White/Caucasian,male,4,49,6,0,0,0,9,15,I,D,3,3,9,15,L,B,Z,K,T,M,A,Q,I,S,G,W,V,X,D,H,N,R,J,Y,F,E,C,U,O,P
Color,130,19,White/Caucasian,male,4,50,3,0,0,0,6,9,A,F,3,2,6,9,C,U,Z,M,G,A,L,V,F,E,D,O,W,P,Q,X,R,T,H,I,J,B,Y,K,S,N
Color,130,19,White/Caucasian,male,5,1,9,0,0,0,9,18,Y,V,3,3,9,18,W,J,X,T,N,Z,E,A,Y,P,K,F,Q,H,S,U,D,V,B,G,L,R,M,I,O,C
Color,130,19,White/Caucasian,male,5,2,3,0,0,0,6,9,I,M,3,3,6,9,Q,B,D,W,G,I,N,K,M,F,E,O,Y,Z,P,R,A,C,J,X,S,H,U,V,L,T
Color,130,19,White/Caucasian,male,5,3,1,0,1,0,7,8,D,T,3,2,7,9,B,L,H,E,X,Q,D,Y,T,F,O,R,W,U,M,P,J,I,S,V,C,G,Z,K,A,N
Color,130,19,White/Caucasian,male,5,4,9,0,0,0,10,19,B,K,3,3,10,19,I,X,D,U,J,G,T,M,N,B,E,Q,V,W,Z,S,H,F,K,A,O,R,L,P,Y,C
Color,130,19,White/Caucasian,male,5,5,3,1,0,0,6,9,W,Z,2,3,7,9,L,X,R,P,H,K,W,Y,Z,U,T,O,S,M,Q,J,C,B,N,F,E,D,A,G,I,V
Color,130,19,White/Caucasian,male,5,6,6,0,0,0,7,13,S,O,3,3,7,13,U,M,X,R,B,L,S,F,K,P,Z,G,O,W,A,T,I,H,J,D,N,C,Q,Y,V,E
Color,130,19,White/Caucasian,male,5,7,3,0,0,0,9,12,A,F,3,2,9,12,J,G,P,Z,D,M,U,T,A,S,X,F,K,Q,O,V,L,R,Y,H,I,B,W,C,N,E
Color,130,19,White/Caucasian,male,5,8,1,-1,0,0,9,10,L,C,1,2,8,10,X,H,G,U,F,A,O,L,J,C,I,S,N,M,R,Y,B,E,P,D,Z,Q,W,V,K,T
Color,130,19,White/Caucasian,male,5,9,6,0,-5,0,8,14,C,F,1,1,8,9,K,B,T,I,Y,L,Q,C,F,J,R,G,S,W,E,U,N,A,Z,D,H,X,V,P,M,O
Color,130,19,White/Caucasian,male,5,10,1,1,-1,1,8,9,X,K,2,2,9,8,H,C,M,F,I,W,D,K,X,J,Q,V,R,L,N,G,Z,S,P,B,O,E,T,U,Y,A
Color,130,19,White/Caucasian,male,5,11,6,0,0,0,8,14,E,D,3,3,8,14,G,K,F,C,P,I,T,E,R,M,Z,V,B,D,L,U,Q,O,J,A,H,X,W,S,Y,N
Color,130,19,White/Caucasian,male,5,12,2,0,0,0,10,12,V,P,3,3,10,12,L,E,C,O,B,H,R,T,K,V,F,P,J,Z,N,Y,U,I,G,D,S,W,Q,A,M,X
Color,130,19,White/Caucasian,male,5,13,6,0,0,0,6,12,D,V,3,3,6,12,G,N,A,E,Q,D,X,S,B,M,C,V,O,R,L,H,T,U,P,I,W,Y,K,Z,F,J
Color,130,19,White/Caucasian,male,5,14,2,0,0,0,7,9,P,D,3,2,7,9,W,E,A,V,I,Q,P,L,D,M,T,S,Z,N,Y,B,O,F,K,C,U,R,G,X,J,H
Color,130,19,White/Caucasian,male,5,15,2,0,0,0,8,10,O,K,3,3,8,10,N,V,B,J,X,U,Y,O,M,K,I,T,G,C,A,D,W,Q,S,Z,E,H,R,F,L,P
Color,130,19,White/Caucasian,male,5,16,2,0,0,0,9,11,F,K,3,2,9,11,W,P,I,Q,E,C,M,V,F,L,K,S,H,N,T,J,R,X,U,O,A,B,D,Z,G,Y
Color,130,19,White/Caucasian,male,5,17,2,0,0,0,7,9,J,E,3,3,7,9,H,M,X,Q,S,W,J,B,E,I,R,N,D,T,C,U,A,K,V,O,Y,L,G,Z,F,P
Color,130,19,White/Caucasian,male,5,18,9,0,0,0,7,16,M,F,3,2,7,16,N,G,Q,J,P,E,M,Z,V,I,K,Y,A,S,H,F,L,B,O,D,T,X,R,C,U,W
Color,130,19,White/Caucasian,male,5,19,9,0,0,0,7,16,S,D,3,3,7,16,U,Y,I,H,C,E,S,L,T,M,K,V,Z,P,A,D,X,Q,R,G,O,W,F,J,N,B
Color,130,19,White/Caucasian,male,5,20,2,0,0,0,6,8,K,A,3,3,6,8,G,T,I,W,D,K,E,A,J,F,R,V,Y,Q,X,O,N,Z,B,P,U,S,L,H,M,C
Color,130,19,White/Caucasian,male,5,21,3,0,0,0,8,11,L,E,3,3,8,11,D,T,K,R,O,U,G,L,X,N,E,J,P,A,H,Z,B,C,Y,M,I,V,Q,W,S,F
Color,130,19,White/Caucasian,male,5,22,9,0,0,0,9,18,H,D,3,3,9,18,K,Y,S,W,F,Q,R,N,H,L,V,Z,A,P,M,J,X,D,E,C,U,T,I,O,G,B
Color,130,19,White/Caucasian,male,5,23,9,0,0,0,6,15,D,M,3,3,6,15,A,K,W,R,S,D,E,Y,U,V,H,G,L,I,M,B,J,Z,C,F,P,N,Q,X,T,O
Color,130,19,White/Caucasian,male,5,24,1,0,-2,0,10,11,O,Y,3,2,10,9,M,N,B,I,L,G,S,H,Y,O,T,A,D,C,F,Q,J,W,P,Z,V,K,R,U,E,X
Color,130,19,White/Caucasian,male,5,25,2,0,0,0,10,12,G,Z,3,3,10,12,Q,U,C,R,T,P,D,A,O,G,H,Z,J,I,B,N,F,V,L,X,K,S,E,W,Y,M
Color,130,19,White/Caucasian,male,5,26,6,0,0,0,10,16,P,C,3,3,10,16,H,T,F,A,E,V,X,G,N,P,J,D,L,Q,B,C,U,K,S,I,R,M,Z,W,Y,O
Color,130,19,White/Caucasian,male,5,27,3,0,0,0,9,12,N,T,3,3,9,12,S,U,A,J,C,F,P,Y,N,L,K,T,B,Q,G,V,Z,I,M,W,R,X,D,H,E,O
Color,130,19,White/Caucasian,male,5,28,2,0,0,0,8,10,N,X,3,2,8,10,D,U,O,Q,C,K,F,N,V,X,G,L,I,M,Z,J,B,H,A,Y,W,T,R,P,S,E
Color,130,19,White/Caucasian,male,5,29,9,0,0,0,8,17,Q,L,3,3,8,17,S,U,B,N,T,P,Z,Q,X,K,Y,G,C,D,E,R,L,V,M,H,J,F,A,O,W,I
Color,130,19,White/Caucasian,male,5,30,9,0,0,0,10,19,C,U,3,3,10,19,Q,H,F,B,A,R,Y,O,J,C,X,S,W,G,I,T,V,D,U,L,P,Z,K,E,N,M
Color,130,19,White/Caucasian,male,5,31,1,0,0,0,6,7,C,F,3,3,6,7,L,W,G,I,D,C,F,J,H,O,Y,E,S,K,Q,P,X,A,R,Z,N,V,B,T,U,M
Color,130,19,White/Caucasian,male,5,32,9,-1,0,0,8,17,K,D,2,2,7,17,U,A,R,V,G,Y,K,C,Q,B,N,S,X,L,J,P,D,Z,O,F,M,I,H,E,T,W
Color,130,19,White/Caucasian,male,5,33,3,0,0,0,10,13,N,U,3,2,10,13,X,L,R,P,M,T,Y,E,A,N,K,F,U,V,O,B,S,W,G,J,I,H,C,Q,Z,D
Color,130,19,White/Caucasian,male,5,34,6,0,0,0,9,15,Z,O,3,3,9,15,W,A,Q,H,L,N,R,E,Z,D,M,K,U,C,O,F,G,J,Y,I,P,B,S,V,X,T
Color,130,19,White/Caucasian,male,5,35,1,0,0,0,6,7,M,N,3,3,6,7,X,K,L,O,E,M,N,R,U,S,Q,V,W,B,C,T,H,D,J,Y,I,A,F,P,Z,G
Color,130,19,White/Caucasian,male,5,36,6,0,0,0,7,13,A,P,3,3,7,13,Y,T,W,O,B,S,A,J,H,M,C,X,P,Z,V,I,N,U,K,Q,D,L,G,F,E,R
Color,130,19,White/Caucasian,male,5,37,1,0,0,0,10,11,V,F,3,3,10,11,C,U,G,E,H,D,J,L,N,V,F,Y,P,X,M,Q,O,W,I,S,K,T,R,A,Z,B
Color,130,19,White/Caucasian,male,5,38,2,0,1,0,9,11,G,F,3,2,9,12,P,B,T,D,O,X,N,M,G,V,K,F,J,I,H,Q,L,W,A,R,U,Z,Y,S,E,C
Color,130,19,White/Caucasian,male,5,39,9,0,0,0,6,15,D,R,3,3,6,15,Q,P,J,Z,G,D,O,I,L,S,V,W,E,Y,R,A,K,H,C,X,T,F,B,U,M,N
Color,130,19,White/Caucasian,male,5,40,6,0,0,0,6,12,O,N,3,3,6,12,K,T,S,L,G,O,Z,H,Q,Y,R,N,P,F,B,E,V,D,C,X,I,U,A,J,M,W
